merk,model,bouwjaar,type_auto,brandstof,transmissie,vermogen,prijs
hyundai,i30,2020.0,sedan,benzine,schakel,136.0,25280.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,13791.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,16980.0
hyundai,santa fe,2018.0,sedan,diesel,schakel,197.0,20842.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,5698.0
hyundai,i30,2017.0,sedan,benzine,schakel,118.0,13488.0
hyundai,ix35,2015.0,sedan,diesel,automaat,114.0,10495.0
hyundai,ix20,2016.0,sedan,benzine,schakel,113.0,8470.0
hyundai,ix20,2013.0,sedan,benzine,schakel,114.0,5995.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7795.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,14995.0
hyundai,i30,2018.0,sedan,benzine,schakel,118.0,14995.0
hyundai,i30,2016.0,sedan,diesel,schakel,108.0,9795.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,6495.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,8995.0
hyundai,ioniq,2017.0,sedan,hybrid,automaat,104.0,16495.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,6995.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,8470.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,8670.0
hyundai,tucson,2019.0,sedan,benzine,schakel,175.0,21995.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,15995.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,17995.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,13995.0
hyundai,i40,2015.0,sedan,diesel,automaat,134.0,11995.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,8795.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,8995.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,9470.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,8970.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,10970.0
hyundai,i30,2018.0,sedan,diesel,schakel,118.0,13470.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,23970.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,20970.0
hyundai,santa fe,2017.0,sedan,diesel,automaat,197.0,19470.0
hyundai,i30,2017.0,sedan,benzine,schakel,118.0,11470.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,22970.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,14970.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,22970.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7470.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15970.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,6250.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,8470.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,9970.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,8970.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7470.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,10470.0
hyundai,santa fe,2016.0,sedan,diesel,schakel,197.0,16470.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,18970.0
hyundai,santa fe,2017.0,sedan,diesel,schakel,197.0,18670.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,19970.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15470.0
hyundai,ioniq,2017.0,sedan,hybrid,automaat,104.0,15470.0
hyundai,ix20,2018.0,sedan,benzine,schakel,113.0,15495.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,11495.0
hyundai,i20,2013.0,sedan,benzine,schakel,84.0,5495.0
hyundai,i20,2014.0,sedan,benzine,schakel,84.0,5895.0
hyundai,ix20,2018.0,sedan,benzine,schakel,113.0,11490.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,13280.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,15980.0
hyundai,tucson,2015.0,sedan,diesel,schakel,114.0,11990.0
hyundai,tucson,2016.0,sedan,benzine,schakel,114.0,8698.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,13798.0
hyundai,ix20,2016.0,sedan,benzine,schakel,113.0,7970.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,13970.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,8270.0
hyundai,i30,2017.0,sedan,diesel,schakel,118.0,9499.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6900.0
hyundai,ix20,2016.0,sedan,benzine,schakel,113.0,8050.0
hyundai,ix35,2015.0,sedan,diesel,schakel,114.0,8991.0
hyundai,i800,2018.0,sedan,diesel,schakel,134.0,15838.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,17782.0
hyundai,i40,2017.0,sedan,diesel,schakel,139.0,12450.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,15280.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,17480.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,7125.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,7180.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,17480.0
hyundai,tucson,2018.0,sedan,diesel,schakel,130.0,13980.0
hyundai,ix20,2017.0,sedan,benzine,schakel,89.0,8780.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,22880.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6780.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,15280.0
hyundai,tucson,2020.0,sedan,hybrid,schakel,175.0,26000.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,7180.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,22000.0
hyundai,i40,2016.0,sedan,diesel,schakel,139.0,11180.0
hyundai,tucson,2020.0,sedan,benzine,automaat,175.0,23480.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,18480.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,6480.0
hyundai,tucson,2019.0,sedan,hybrid,automaat,175.0,25499.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,12990.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,13000.0
hyundai,i30,2014.0,sedan,benzine,schakel,108.0,6800.0
hyundai,santa fe,2020.0,sedan,diesel,automaat,262.0,35500.0
hyundai,tucson,2017.0,sedan,benzine,schakel,130.0,16990.0
hyundai,tucson,2016.0,sedan,diesel,automaat,114.0,14990.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,20500.0
hyundai,ioniq,2020.0,sedan,hybrid,automaat,105.0,22000.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,6490.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,16750.0
hyundai,i40,2016.0,sedan,diesel,schakel,139.0,10610.0
hyundai,ix35,2014.0,sedan,benzine,schakel,114.0,7750.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7380.0
hyundai,i30,2016.0,sedan,diesel,schakel,108.0,9000.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6400.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,16500.0
hyundai,santa fe,2015.0,sedan,diesel,schakel,194.0,15000.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7500.0
hyundai,kona,2020.0,sedan,hybrid,automaat,175.0,23000.0
hyundai,i30,2016.0,sedan,diesel,schakel,108.0,7790.0
hyundai,i30,2017.0,sedan,diesel,schakel,118.0,10299.0
hyundai,tucson,2019.0,sedan,diesel,schakel,175.0,23990.0
hyundai,i10,2014.0,sedan,benzine,schakel,65.0,5930.0
hyundai,ix35,2014.0,sedan,diesel,schakel,114.0,9295.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,9590.0
hyundai,tucson,2015.0,sedan,diesel,schakel,114.0,14250.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15750.0
hyundai,i10,2013.0,sedan,benzine,automaat,84.0,4965.0
hyundai,i30,2018.0,sedan,benzine,schakel,118.0,9699.0
hyundai,i10,2014.0,sedan,benzine,schakel,65.0,6630.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,7790.0
hyundai,ix20,2018.0,sedan,benzine,automaat,113.0,10990.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,7990.0
hyundai,i10,2014.0,sedan,benzine,schakel,65.0,6490.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,7490.0
hyundai,i20,2016.0,sedan,benzine,automaat,83.0,8990.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,31680.0
hyundai,i40,2016.0,sedan,diesel,schakel,139.0,11598.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,7495.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,18298.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,14998.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,18498.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15795.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15980.0
hyundai,i10,2013.0,sedan,benzine,schakel,84.0,3995.0
hyundai,ix20,2016.0,sedan,benzine,schakel,113.0,8495.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,5950.0
hyundai,ix20,2016.0,sedan,benzine,automaat,113.0,9350.0
hyundai,i10,2014.0,sedan,benzine,schakel,65.0,5700.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,13998.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,13998.0
hyundai,i40,2015.0,sedan,diesel,schakel,134.0,9498.0
hyundai,i30,2017.0,sedan,diesel,schakel,118.0,9498.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,17990.0
hyundai,i20,2020.0,sedan,benzine,schakel,101.0,12991.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,11491.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,8120.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,8350.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,6620.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,7340.0
hyundai,ix35,2015.0,sedan,benzine,schakel,114.0,9891.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6990.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,7690.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,13480.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,7990.0
hyundai,i30,2016.0,sedan,benzine,schakel,108.0,9600.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,14590.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,11490.0
hyundai,tucson,2020.0,sedan,benzine,automaat,175.0,20991.0
hyundai,kona,2020.0,sedan,benzine,schakel,175.0,16991.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,22720.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,14990.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,12998.0
hyundai,tucson,2017.0,sedan,benzine,schakel,130.0,11998.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,14698.0
hyundai,ix35,2015.0,sedan,diesel,schakel,114.0,8595.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,7595.0
hyundai,i800,2018.0,sedan,diesel,schakel,134.0,14790.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,14291.0
hyundai,tucson,2019.0,sedan,hybrid,automaat,175.0,21990.0
hyundai,tucson,2018.0,sedan,diesel,schakel,130.0,12698.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,18310.0
hyundai,tucson,2018.0,sedan,diesel,schakel,130.0,16990.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,13491.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,15990.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,11891.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,11790.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,13491.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,11430.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,9991.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,17570.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,14860.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,10249.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15040.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,14960.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,8480.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,9080.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,8260.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,24995.0
hyundai,i30,2017.0,sedan,benzine,schakel,118.0,9521.0
hyundai,tucson,2018.0,sedan,diesel,automaat,130.0,15815.0
hyundai,tucson,2018.0,sedan,diesel,schakel,130.0,14099.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,15794.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,9295.0
hyundai,santa fe,2014.0,sedan,diesel,automaat,194.0,14995.0
hyundai,i20,2014.0,sedan,benzine,schakel,84.0,5570.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,9500.0
hyundai,i40,2017.0,sedan,diesel,schakel,139.0,11388.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,14292.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,11780.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,10299.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,12498.0
hyundai,i30,2014.0,sedan,benzine,schakel,108.0,6798.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,10698.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,14470.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,18500.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6560.0
hyundai,i20,2013.0,sedan,benzine,schakel,84.0,4995.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,5992.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6820.0
hyundai,santa fe,2014.0,sedan,diesel,automaat,194.0,12891.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,15749.0
hyundai,i800,2018.0,sedan,diesel,schakel,134.0,15949.0
hyundai,i10,2014.0,sedan,benzine,schakel,65.0,4887.0
hyundai,i20,2015.0,sedan,benzine,schakel,83.0,6995.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6602.0
hyundai,i40,2015.0,sedan,diesel,schakel,134.0,9495.0
hyundai,i40,2015.0,sedan,diesel,schakel,134.0,8995.0
hyundai,i30,2017.0,sedan,diesel,schakel,118.0,10498.0
hyundai,tucson,2016.0,sedan,benzine,schakel,114.0,10498.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,15995.0
hyundai,i40,2016.0,sedan,diesel,schakel,139.0,10995.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,15495.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,21990.0
hyundai,i10,2013.0,sedan,benzine,schakel,84.0,3991.0
hyundai,i30,2013.0,sedan,diesel,schakel,108.0,5408.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7040.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,33900.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,12591.0
hyundai,tucson,2019.0,sedan,benzine,schakel,175.0,22470.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,13470.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,5891.0
hyundai,santa fe,2018.0,sedan,diesel,automaat,197.0,19483.0
hyundai,i800,2018.0,sedan,diesel,schakel,134.0,14000.0
hyundai,santa fe,2018.0,sedan,diesel,automaat,197.0,18000.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,16000.0
hyundai,i800,2018.0,sedan,diesel,schakel,134.0,14794.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,9990.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,7490.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,6110.0
hyundai,santa fe,2016.0,sedan,diesel,automaat,197.0,17690.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,7760.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,13990.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,14640.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7740.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,11990.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,10870.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,10500.0
hyundai,i20,2014.0,sedan,benzine,schakel,84.0,5498.0
hyundai,tucson,2019.0,sedan,hybrid,schakel,175.0,24000.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,18000.0
hyundai,tucson,2018.0,sedan,benzine,schakel,130.0,16995.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,14698.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,13798.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,8298.0
hyundai,i20,2017.0,sedan,benzine,automaat,83.0,10498.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,7998.0
hyundai,i30,2015.0,sedan,diesel,schakel,108.0,7498.0
hyundai,ix35,2014.0,sedan,diesel,schakel,114.0,6881.0
hyundai,i30,2015.0,sedan,diesel,schakel,108.0,7520.0
hyundai,tucson,2017.0,sedan,benzine,schakel,130.0,11360.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,8000.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7400.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,6000.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,9450.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15490.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,7000.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,14750.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,14500.0
hyundai,ix20,2016.0,sedan,benzine,schakel,113.0,8995.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6650.0
hyundai,i20,2015.0,sedan,benzine,schakel,83.0,6650.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,14490.0
hyundai,i30,2015.0,sedan,diesel,schakel,108.0,9250.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,7595.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,14990.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,10998.0
hyundai,i40,2015.0,sedan,diesel,schakel,134.0,10498.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,12298.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,17650.0
hyundai,tucson,2019.0,sedan,benzine,schakel,175.0,19500.0
hyundai,tucson,2019.0,sedan,benzine,schakel,175.0,16500.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15500.0
hyundai,i10,2014.0,sedan,benzine,schakel,65.0,6000.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,8495.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,9000.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,12700.0
hyundai,i30,2018.0,sedan,benzine,schakel,118.0,11000.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,8250.0
hyundai,i30,2015.0,sedan,benzine,schakel,108.0,8000.0
hyundai,ix20,2017.0,sedan,diesel,schakel,89.0,9500.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,8300.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,15500.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,15200.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,13990.0
hyundai,i30,2018.0,sedan,benzine,schakel,118.0,11671.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,18998.0
hyundai,santa fe,2016.0,sedan,diesel,automaat,197.0,18680.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,12395.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,8250.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,7750.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,6750.0
hyundai,santa fe,2015.0,sedan,diesel,automaat,194.0,19000.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,9500.0
hyundai,ix20,2015.0,sedan,benzine,automaat,114.0,8500.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,10000.0
hyundai,i30,2017.0,sedan,benzine,schakel,118.0,11500.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7500.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,11000.0
hyundai,santa fe,2016.0,sedan,diesel,automaat,197.0,19000.0
hyundai,i30,2015.0,sedan,diesel,schakel,108.0,7250.0
hyundai,i20,2015.0,sedan,benzine,schakel,83.0,6500.0
hyundai,i20,2014.0,sedan,benzine,schakel,84.0,5500.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,8000.0
hyundai,ioniq,2017.0,sedan,hybrid,automaat,104.0,14500.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,11750.0
hyundai,tucson,2017.0,sedan,benzine,schakel,130.0,16500.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,14000.0
hyundai,i10,2013.0,sedan,benzine,schakel,84.0,3750.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,13500.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,11000.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,10250.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,7280.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,32380.0
hyundai,ioniq,2017.0,sedan,hybrid,automaat,104.0,14790.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,14974.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,13480.0
hyundai,tucson,2019.0,sedan,benzine,schakel,175.0,23880.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,7290.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,11750.0
hyundai,i30,2018.0,sedan,diesel,schakel,118.0,11750.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,12000.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,12500.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,9000.0
hyundai,ix20,2017.0,sedan,benzine,automaat,89.0,10500.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,13290.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,14000.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,9280.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,28995.0
hyundai,i30,2015.0,sedan,diesel,schakel,108.0,8500.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,14995.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,11480.0
hyundai,i30,2017.0,sedan,benzine,schakel,118.0,9690.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,8490.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,26290.0
hyundai,kona,2019.0,sedan,hybrid,automaat,175.0,23290.0
hyundai,i10,2016.0,sedan,benzine,schakel,66.0,6500.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,10500.0
hyundai,tucson,2019.0,sedan,diesel,automaat,175.0,23490.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,9290.0
hyundai,i800,2017.0,sedan,diesel,schakel,168.0,14000.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,8000.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,14500.0
hyundai,santa fe,2018.0,sedan,diesel,schakel,197.0,18000.0
hyundai,i20,2019.0,sedan,benzine,schakel,101.0,10000.0
hyundai,i800,2018.0,sedan,diesel,automaat,134.0,16990.0
hyundai,santa fe,2018.0,sedan,diesel,schakel,197.0,19000.0
hyundai,i20,2015.0,sedan,benzine,schakel,83.0,6790.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,17590.0
hyundai,tucson,2019.0,sedan,hybrid,automaat,175.0,26000.0
hyundai,tucson,2016.0,sedan,diesel,automaat,114.0,15990.0
hyundai,tucson,2019.0,sedan,benzine,schakel,175.0,21990.0
hyundai,tucson,2017.0,sedan,diesel,automaat,130.0,14990.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,11390.0
hyundai,ioniq,2017.0,sedan,hybrid,automaat,104.0,16000.0
hyundai,i10,2014.0,sedan,benzine,schakel,65.0,5000.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,7250.0
hyundai,i30,2019.0,sedan,benzine,schakel,136.0,23000.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,16000.0
hyundai,tucson,2016.0,sedan,diesel,automaat,114.0,13250.0
hyundai,santa fe,2017.0,sedan,diesel,schakel,197.0,18500.0
hyundai,i30,2018.0,sedan,diesel,schakel,118.0,11250.0
hyundai,ioniq,2018.0,sedan,hybrid,automaat,104.0,16000.0
hyundai,tucson,2020.0,sedan,hybrid,automaat,175.0,23980.0
hyundai,i30,2020.0,sedan,benzine,automaat,136.0,19890.0
hyundai,santa fe,2020.0,sedan,diesel,automaat,262.0,35980.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7995.0
hyundai,i10,2016.0,sedan,benzine,automaat,66.0,8495.0
hyundai,kona,2018.0,sedan,benzine,schakel,118.0,16995.0
hyundai,ix20,2015.0,sedan,benzine,automaat,114.0,7995.0
hyundai,i20,2016.0,sedan,benzine,schakel,83.0,8495.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,36495.0
hyundai,tucson,2017.0,sedan,diesel,schakel,130.0,16290.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,6290.0
hyundai,ioniq,2019.0,sedan,hybrid,automaat,105.0,22000.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,7995.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,11980.0
hyundai,i10,2020.0,sedan,benzine,schakel,67.0,12980.0
hyundai,santa fe,2017.0,sedan,diesel,automaat,197.0,19770.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,32280.0
hyundai,i10,2017.0,sedan,benzine,schakel,66.0,10280.0
hyundai,ix20,2016.0,sedan,diesel,schakel,113.0,8995.0
hyundai,tucson,2016.0,sedan,diesel,automaat,114.0,17995.0
hyundai,i10,2015.0,sedan,benzine,schakel,66.0,5995.0
hyundai,kona,2019.0,sedan,benzine,schakel,175.0,19995.0
hyundai,i20,2017.0,sedan,benzine,schakel,83.0,9995.0
hyundai,i10,2019.0,sedan,benzine,schakel,67.0,12995.0
hyundai,tucson,2016.0,sedan,diesel,schakel,114.0,14093.0
hyundai,i40,2016.0,sedan,diesel,schakel,139.0,11094.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,8681.0
hyundai,ix20,2016.0,sedan,benzine,automaat,113.0,8991.0
hyundai,i10,2018.0,sedan,benzine,schakel,66.0,6795.0
hyundai,i20,2018.0,sedan,benzine,schakel,83.0,10995.0
hyundai,santa fe,2019.0,sedan,diesel,automaat,262.0,36995.0
