merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,Engine_cm3,Transmission,Mileage,Condition,Torque_Nm,Performance_0_100_sec,Seats,Engine_Size_L,Acceleration_0_60_sec,Number_of_Cylinders,Number_of_Doors,Tax,MPG,Top_Speed_mph,Mileage_MPG,Image_ID,Image_name,Genmodel_ID,Predicted_viewpoint,Image_Path
hyundai,tucson,2016,jeep,diesel,139.4459,35237.0,,,,Manual,30897.0,,400.0,6.1,5.0,1.7,7.8,4.0,4.0,30.0,61.7,,,62_9$$1$$0,Mitsubishi$$Galant$$2000$$Silver$$62_9$$1$$image_0.jpg,,45.0,
hyundai,sonata,2010,sedan,petrol,142.4287,13877.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_21$$1$$0,Hyundai$$Sonata$$2010$$Silver$$36_21$$1$$image_0.jpg,36_21,90.0,Hyundai$$Sonata$$2010$$Silver$$36_21$$1$$image_0.jpg
ford,transit,2012,goods wagon,diesel,126.769,20695.0,222.0,0.0,1995.0,,,,405.0,12.0,,,,,,,,,,26_7$$2$$1,Dodge$$RAM$$2013$$Red$$26_7$$2$$image_1.jpg,,45.0,
mercedes-benz,sprinter,2000,microbus,diesel,0.5454545454545454,13482.0,300.0601504,0.0,2143.0,,,,,,,,,,,,,,,16_19$$1$$0,Chevrolet$$Volt$$2013$$Silver$$16_19$$1$$image_0.jpg,,0.0,
toyota,camry,2016,sedan,petrol,224.4557,31361.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,48_24$$15$$5,Lexus$$RX 350$$2006$$Black$$48_24$$15$$image_5.jpg,,0.0,
lexus,is 250,2015,sedan,petrol,0.0,52059.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,tucson,2011,jeep,petrol,139.4459,392.0,,,,,17952.0,,400.0,6.1,5.0,,7.8,4.0,4.0,145.0,51.4,,,,,,,
hyundai,sonata,2015,sedan,petrol,142.4287,49431.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
bmw,320,2003,coupe,petrol,0.0,11917.0,,,,,,,,,,,,,,,,,,48_1$$32$$19,Lexus$$CT 200h$$2011$$Black$$48_1$$32$$image_19.jpg,,0.0,
volkswagen,passat,2003,sedan,cng,160.3255,7213.0,,,,,,,250.0,7.8,5.0,,,,,,,,,,,,,
porsche,cayenne s,2003,jeep,cng,324.0,19444.0,274.5,0.0,2894.0,,,,550.0,5.0,5.0,,,,,,,,,16_5$$69$$8,Chevrolet$$Captiva$$2008$$Bronze$$16_5$$69$$image_8.jpg,,0.0,
honda,fit,2016,universal,hybrid,95.4496,34560.0,,,,,,,139.0,,,3.3,8.8,,,,,,,16_14$$118$$0,Chevrolet$$Spark$$2010$$Blue$$16_14$$118$$image_0.jpg,,0.0,
hyundai,sonata,2012,jeep,hybrid,142.4287,470.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
volkswagen,scirocco,2013,sedan,petrol,151.00425,188.0,,,,,,,350.0,6.0,4.0,,,,,,,,,95_23$$1168$$0,Volkswagen$$Scirocco$$2013$$Black$$95_23$$1168$$image_0.jpg,95_23,0.0,Volkswagen$$Scirocco$$2013$$Black$$95_23$$1168$$image_0.jpg
ssangyong,actyon,2017,jeep,diesel,0.0,43281.0,,,,,,,,,,,,,,,,,,,,,,
chevrolet,captiva,2011,jeep,petrol,0.0,23129.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
hyundai,santa fe,2016,jeep,diesel,188.6621,55932.0,,,,Manual,26317.0,,420.0,9.3,7.0,2.2,8.6,,4.0,235.0,42.8,,,23_2$$1$$1,Daewoo$$Lacetti$$2004$$Blue$$23_2$$1$$image_1.jpg,,180.0,
lexus,ct 200h,2015,hatchback,hybrid,0.0,470.0,,,,,,,,,,,,,,,,,,36_5$$1$$4,Hyundai$$Genesis$$2015$$Black$$36_5$$1$$image_4.jpg,,0.0,
ssangyong,korando,2012,jeep,diesel,0.0,22843.0,,,,,,,,,,,,,,,,,,7_16$$39$$0,Audi$$A8$$2006$$Black$$7_16$$39$$image_0.jpg,,0.0,
mercedes-benz,sprinter,2001,microbus,diesel,0.5454545454545454,14426.0,300.0601504,0.0,2143.0,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
ford,fusion,2014,sedan,petrol,0.0,20385.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
chevrolet,cruze,2017,sedan,petrol,114.0921,26657.0,,,,,,,,,,,,4.0,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
mitsubishi,colt,2008,hatchback,petrol,83.89125,8781.0,,,,,,,140.0,,5.0,,,,,,,,,62_3$$69$$1,Mitsubishi$$Colt$$2008$$Blue$$62_3$$69$$image_1.jpg,62_3,0.0,Mitsubishi$$Colt$$2008$$Blue$$62_3$$69$$image_1.jpg
mercedes-benz,e 350,2011,sedan,diesel,220.0,16621.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
ford,fusion,2015,sedan,petrol,0.0,17249.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
audi,a7,2013,hatchback,petrol,249.8095,11133.0,,,,Automatic,75016.0,,600.0,5.7,5.0,3.0,,,,200.0,47.9,,,7_15$$160$$5,Audi$$A7$$2013$$Black$$7_15$$160$$image_5.jpg,7_15,0.0,Audi$$A7$$2013$$Black$$7_15$$160$$image_5.jpg
bmw,x5,2015,jeep,petrol,6.0,157.0,,,,Automatic,47000.0,,390.0,,,3.7,4.949999999999999,,,200.0,47.1,,,8_39$$1046$$16,BMW$$X5$$2015$$Black$$8_39$$1046$$image_16.jpg,8_39,0.0,BMW$$X5$$2015$$Black$$8_39$$1046$$image_16.jpg
chevrolet,impala,2019,sedan,petrol,0.0,3450.0,,,,,,,,,,,,,,,,,,,,,,
chevrolet,cruze,2013,sedan,petrol,114.0921,14740.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,
bmw,x5,2011,jeep,diesel,269.9434,10349.0,,,,Automatic,70000.0,,390.0,,,3.7,4.949999999999999,,,305.0,37.7,,,8_39$$1086$$23,BMW$$X5$$2011$$Black$$8_39$$1086$$image_23.jpg,8_39,0.0,BMW$$X5$$2011$$Black$$8_39$$1086$$image_23.jpg
mercedes-benz,e 350,2013,coupe,petrol,220.0,33556.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
hyundai,grandeur,2010,sedan,lpg,0.0,7665.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
suzuki,grand vitara,2005,jeep,petrol,0.0,11000.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
subaru,forester,2012,jeep,petrol,110.0,4861.0,185.0,0.0,1995.0,,,,207.5,,,,8.75,,,,,,,,,,,
toyota,camry,2015,sedan,hybrid,224.4557,1882.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
ford,f150,2019,sedan,petrol,0.0,10506.0,,,,,,,,,,,,,,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
mercedes-benz,e 350,2013,sedan,diesel,220.0,5802.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,92_11$$77$$1,Toyota$$Corolla$$2000$$Blue$$92_11$$77$$image_1.jpg,,0.0,
ford,transit,2007,microbus,diesel,96.0,17249.0,222.0,0.0,1995.0,,,,405.0,12.0,,,,,,,,,,,,,,
lexus,is 250,2013,sedan,petrol,0.0,27598.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,prius,2015,hatchback,hybrid,90.2297,20385.0,,,,Automatic,30862.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,10.0,64.2,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
lexus,rx 350,2013,jeep,petrol,0.0,67483.0,,,,,,,,,,,,,,,,,,,,,,
nissan,tiida latio,2006,sedan,petrol,0.0,8781.0,,,,,,,,,,,,,,,,,,64_35$$7$$0,Nissan$$Serena$$2011$$White$$64_35$$7$$image_0.jpg,,0.0,
hyundai,sonata,2016,sedan,petrol,142.4287,20382.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
subaru,forester,2015,jeep,petrol,110.0,15681.0,185.0,0.0,1995.0,,,,207.5,,,,8.75,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
chevrolet,volt,2014,hatchback,plug-in hybrid,0.0,26343.0,,,,,,,,,,,,,,,,,,,,,,
ford,escape,2008,jeep,hybrid,160.69835,16308.0,,,,,,,285.0,,,,7.0,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,prius,2010,hatchback,hybrid,90.2297,549.0,,,,Automatic,67662.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$74$$1,Toyota$$Prius$$2010$$Blue$$92_30$$74$$image_1.jpg,92_30,0.0,Toyota$$Prius$$2010$$Blue$$92_30$$74$$image_1.jpg
mercedes-benz,gl 350,2014,jeep,diesel,0.0,7213.0,,,,,,,,,,,,,,,,,,,,,,
ford,escape,2012,jeep,hybrid,160.69835,627.0,,,,,,,285.0,,,,7.0,,4.0,,,,,,,,,
ford,transit,2005,microbus,diesel,126.769,11917.0,222.0,0.0,1995.0,,,,405.0,12.0,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
toyota,camry,2007,sedan,hybrid,224.4557,12544.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,92_11$$77$$1,Toyota$$Corolla$$2000$$Blue$$92_11$$77$$image_1.jpg,,0.0,
mercedes-benz,e 300,2017,sedan,petrol,190.0,3450.0,181.0,0.0,1991.0,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
audi,a4,2013,sedan,petrol,184.9336,3920.0,,,,Manual,59438.0,,400.0,6.5,5.0,3.35,6.6,4.0,,125.0,58.9,,,59_39$$4$$0,Mercedes-Benz$$Vito$$2006$$Silver$$59_39$$4$$image_0.jpg,,0.0,
toyota,chr,2019,coupe,petrol,0.0,6586.0,,,,,,,,,,,,,,,,,,,,,,
bmw,320,2000,sedan,petrol,0.0,8781.0,,,,,,,,,,,,,,,,,,66_1$$1$$5,Opel$$Astra$$2003$$Blue$$66_1$$1$$image_5.jpg,,0.0,
hyundai,elantra,2015,sedan,lpg,90.0,19601.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
bmw,x5 3.0,2002,jeep,diesel,0.0,20071.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
bmw,x5,2004,jeep,lpg,6.0,17249.0,,,,,11442.5,,390.0,,,3.7,4.949999999999999,,,145.0,37.7,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
toyota,highlander,2012,jeep,hybrid,219.9815,1490.0,,,,,,,370.0,7.2,7.0,,6.9,6.0,6.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
lexus,gx 470,2009,jeep,petrol,0.0,30734.0,,,,,,,,,,,,,,,,,,,,,,
toyota,prius,2008,sedan,hybrid,90.2297,12074.0,,,,Automatic,126553.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,10.0,65.7,,,92_30$$189$$2,Toyota$$Prius$$2008$$Black$$92_30$$189$$image_2.jpg,92_30,45.0,Toyota$$Prius$$2008$$Black$$92_30$$189$$image_2.jpg
mercedes-benz,gl 550,2013,jeep,petrol,,32302.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,tucson,2016,jeep,diesel,139.4459,38016.0,,,,Manual,30897.0,,400.0,6.1,5.0,1.7,7.8,4.0,4.0,30.0,61.7,,,36_24$$17$$13,Hyundai$$Tucson$$2016$$Beige$$36_24$$17$$image_13.jpg,36_24,0.0,Hyundai$$Tucson$$2016$$Beige$$36_24$$17$$image_13.jpg
ford,c-max,2013,minivan,plug-in hybrid,92.0,18189.0,152.0,0.0,999.0,Manual,51338.0,,,,,1.6,,,,30.0,55.4,,,29_2$$1063$$1,Ford$$C-Max$$2013$$Black$$29_2$$1063$$image_1.jpg,29_2,0.0,Ford$$C-Max$$2013$$Black$$29_2$$1063$$image_1.jpg
hyundai,sonata,2016,sedan,lpg,142.4287,15681.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
honda,cr-v lx,2006,jeep,petrol,0.0,14113.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
ssangyong,actyon,2017,jeep,diesel,0.0,45633.0,,,,,,,,,,,,,,,,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
ford,escape,2008,jeep,hybrid,160.69835,11604.0,,,,,,,285.0,,,,7.0,,4.0,,,,,,,,,
hyundai,h1,2014,minivan,diesel,0.0,25264.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
jeep,wrangler sport,2016,jeep,petrol,0.0,43905.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
mercedes-benz,ml 55 amg,2001,jeep,petrol,0.0,15681.0,,,,,,,,,,,,,,,,,,,,,,
opel,astra h,2007,hatchback,petrol,0.0,9095.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
toyota,aqua,2012,hatchback,petrol,0.0,21558.0,,,,,,,,,,,,,,,,,,,,,,
lexus,es 300,2014,sedan,hybrid,0.0,14426.0,,,,,,,,,,,,,,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
hyundai,sonata,2015,sedan,lpg,142.4287,13485.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
hyundai,elantra,2013,sedan,petrol,90.0,15681.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,,0.0,
hyundai,santa fe,2013,jeep,diesel,188.6621,28589.0,,,,Semi-Auto,55998.0,,420.0,9.3,7.0,2.2,8.6,,4.0,260.0,41.5,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
subaru,outback,2007,hatchback,petrol,129.0,10976.0,193.0,0.0,2498.0,,,,375.0,,,,6.8,4.0,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
hyundai,accent,2015,sedan,diesel,89.48400000000001,16286.0,,,,,47000.0,,151.0,9.8,5.0,,,4.0,4.0,150.0,38.7,,,34_18$$1$$0,Honda$$Stream$$2002$$Green$$34_18$$1$$image_0.jpg,,45.0,
chevrolet,spark,2012,hatchback,petrol,73.07860000000001,5018.0,,,,,,,127.0,10.7,5.0,,,4.0,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,veloster,2012,hatchback,petrol,205.0675,20385.0,,,,Manual,60200.0,,264.0,6.0,4.0,1.6,,,,165.0,43.5,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
chevrolet,aveo,2017,sedan,petrol,0.0,29777.0,,,,,,,,,,,,,,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
porsche,panamera,2010,sedan,petrol,243.0,64290.0,247.0,0.0,2894.0,,,,450.0,5.6,4.0,,,6.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
toyota,prius,2011,sedan,lpg,90.2297,15367.0,,,,Manual,112000.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$204$$1,Toyota$$Prius$$2011$$Black$$92_30$$204$$image_1.jpg,92_30,0.0,Toyota$$Prius$$2011$$Black$$92_30$$204$$image_1.jpg
toyota,prius,2012,hatchback,hybrid,90.2297,19757.0,,,,Automatic,37870.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,134.5,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,,0.0,
ford,c-max,2012,hatchback,hybrid,92.0,20385.0,152.0,0.0,999.0,Manual,49700.0,,,,,1.6,,,,180.0,42.8,,,29_2$$1043$$7,Ford$$C-Max$$2012$$Black$$29_2$$1043$$image_7.jpg,29_2,0.0,Ford$$C-Max$$2012$$Black$$29_2$$1043$$image_7.jpg
mercedes-benz,e 350,2013,sedan,diesel,220.0,157.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
toyota,sai,2005,hatchback,petrol,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,
fiat,500x lounge,2015,jeep,petrol,0.0,28225.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,elantra,2011,sedan,petrol,90.0,19416.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
toyota,camry,2018,sedan,hybrid,224.4557,72758.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
bmw,m550,2008,sedan,petrol,,25089.0,,,,,,,,,,,,,,,,,,,,,,
kia,optima,2015,sedan,petrol,,15681.0,,,,,,,,,,,,4.0,4.0,,,,,92_10$$1$$7,Toyota$$Celica$$1990$$White$$92_10$$1$$image_7.jpg,,45.0,
toyota,chr,2019,jeep,petrol,0.0,282.0,,,,,,,,,,,,,,,,,,,,,,
nissan,juke,2015,jeep,petrol,87.2469,1098.0,,,,,,,180.0,10.4,5.0,,,,,,,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,,0.0,
honda,fit,2011,hatchback,hybrid,95.4496,12231.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
toyota,camry,2014,sedan,hybrid,224.4557,5959.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
chevrolet,cruze,2013,sedan,petrol,114.0921,16618.0,,,,,,,,,,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
dodge,caliber,2010,hatchback,petrol,0.0,11604.0,,,,,,,,,,,,,,,,,,,,,,
toyota,highlander,2008,jeep,hybrid,219.9815,1646.0,,,,,,,370.0,7.2,7.0,,6.9,6.0,6.0,,,,,,,,,
toyota,tacoma,2013,jeep,petrol,118.5663,220.0,,,,,,,400.0,9.5,5.0,,7.2,4.0,4.0,,,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,,0.0,
hyundai,veloster,2016,sedan,petrol,205.0675,5959.0,,,,,46436.0,,264.0,6.0,4.0,,,,,160.0,43.5,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
chevrolet,cruze,2014,sedan,petrol,114.0921,18519.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,
chevrolet,orlando,2016,jeep,diesel,0.0,23602.0,,,,,,,,,,,,,,,,,,7_5$$252$$1,Audi$$A4$$2003$$Black$$7_5$$252$$image_1.jpg,,0.0,
toyota,camry,2007,sedan,hybrid,224.4557,15681.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
hyundai,elantra,2012,sedan,petrol,90.0,15323.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
fiat,500,2013,coupe,petrol,43.0,13172.0,0.0,311.0,0.0,,,,,,,,,4.0,3.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
ford,explorer,2017,jeep,petrol,260.995,94528.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
hyundai,sonata,2015,sedan,petrol,142.4287,52696.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,26_2$$17$$0,Dodge$$Caliber$$2006$$Black$$26_2$$17$$image_0.jpg,,0.0,
chevrolet,cruze,2014,sedan,petrol,114.0921,10976.0,,,,,,,,,,,,4.0,4.0,,,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
chevrolet,cruze,2012,sedan,petrol,114.0921,10697.0,,,,,,,,,,,,4.0,4.0,,,,,36_5$$1$$4,Hyundai$$Genesis$$2015$$Black$$36_5$$1$$image_4.jpg,,0.0,
nissan,juke,2015,jeep,petrol,87.2469,22580.0,,,,,,,180.0,10.4,5.0,,,,,,,,,64_14$$1010$$0,Nissan$$Juke$$2015$$Black$$64_14$$1010$$image_0.jpg,64_14,0.0,Nissan$$Juke$$2015$$Black$$64_14$$1010$$image_0.jpg
mercedes-benz,e 350,2006,sedan,petrol,220.0,17249.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
hyundai,elantra,2010,sedan,petrol,90.0,14069.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,48_1$$32$$19,Lexus$$CT 200h$$2011$$Black$$48_1$$32$$image_19.jpg,,0.0,
ford,explorer xlt,2006,jeep,petrol,0.0,14113.0,,,,,,,,,,,,,,,,,,,,,,
mercedes-benz,e 350,2009,sedan,diesel,220.0,314.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
daewoo,lacetti,2009,sedan,petrol,0.0,5883.0,,,,,,,,,,,,,,,,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,,0.0,
ssangyong,actyon,2016,jeep,petrol,0.0,40045.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,elantra,2017,sedan,petrol,90.0,28852.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
honda,fit,2003,hatchback,petrol,95.4496,30.0,,,,,,,139.0,,,3.3,8.8,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,elantra,2017,sedan,petrol,90.0,4704.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
honda,civic,2014,sedan,petrol,117.8206,2430.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
nissan,altima,2019,jeep,petrol,140.1916,706.0,,,,,,,380.0,7.3,5.0,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
honda,fit,2005,hatchback,petrol,95.4496,7840.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
hyundai,sonata,2014,sedan,hybrid,142.4287,11917.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
mercedes-benz,ml 350,2012,jeep,diesel,,1725.0,,,,,,,,,,,,,,,,,,,,,,
chevrolet,captiva,2007,jeep,diesel,0.0,6429.0,,,,,,,,,,,,,,,,,,16_19$$1$$0,Chevrolet$$Volt$$2013$$Silver$$16_19$$1$$image_0.jpg,,0.0,
toyota,camry,2016,sedan,petrol,224.4557,188.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
chevrolet,captiva,2007,jeep,diesel,0.0,7683.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
mazda,cx-9,2019,jeep,petrol,186.425,627.0,,,,,,,420.0,7.2,7.0,,,,,,,,,,,,,
bmw,x5,2010,jeep,diesel,269.9434,1882.0,,,,Automatic,77000.0,,390.0,,,3.7,4.949999999999999,,,300.0,37.7,,,8_39$$1013$$1,BMW$$X5$$2010$$Black$$8_39$$1013$$image_1.jpg,8_39,0.0,BMW$$X5$$2010$$Black$$8_39$$1013$$image_1.jpg
subaru,forester,2010,jeep,petrol,110.0,13172.0,185.0,0.0,1995.0,,,,207.5,,,,8.75,,,,,,,,,,,
volkswagen,jetta,2014,sedan,petrol,140.9373,18503.0,,,,,,,250.0,7.7,5.0,,8.4,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
lexus,gx 460,2011,jeep,petrol,,43278.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,h1,2016,universal,diesel,0.0,52959.0,,,,,,,,,,,,,,,,,,,,,,
chevrolet,malibu,2018,sedan,petrol,119.312,3607.0,,,,,,,250.0,8.0,5.0,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
honda,fit,2007,hatchback,petrol,95.4496,45.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
hyundai,sonata,2017,sedan,petrol,142.4287,46518.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
ford,escape,2016,jeep,petrol,160.69835,15837.0,,,,,,,285.0,,,,7.0,,4.0,,,,,,,,,
hyundai,santa fe,2016,jeep,diesel,188.6621,61816.0,,,,Manual,26317.0,,420.0,9.3,7.0,2.2,8.6,,4.0,235.0,42.8,,,36_20$$135$$0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg,36_20,0.0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg
