merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,El_Consumpt_whkm,Engine_cm3
mitsubishi,airtrek,2002,jeep,petrol,0.0,4861.0,,,,
jeep,patriot,2010,jeep,petrol,0.0,14113.0,,,,
jeep,wrangler arb,2012,jeep,petrol,0.0,68994.0,,,,
lexus,ct 200h,2016,hatchback,hybrid,0.0,9565.0,,,,
chevrolet,equinox,2012,jeep,petrol,0.0,3450.0,,,,
hyundai,grandeur,2010,sedan,petrol,0.0,6269.0,,,,
lexus,ct 200h,2011,hatchback,hybrid,0.0,24775.0,,,,
bmw,x5,2013,sedan,diesel,0.0,784.0,,,,
hyundai,elantra,2013,sedan,petrol,90.0,25591.0,140.0,0.0,0.0,1598.0
hyundai,veloster,2013,hatchback,petrol,0.0,18817.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,15681.0,,,,
mercedes-benz,e 350,2011,sedan,diesel,220.0,627.0,196.0,0.0,0.0,1991.0
subaru,legacy,2004,sedan,petrol,0.0,627.0,,,,
hyundai,elantra,2013,sedan,petrol,90.0,6429.0,140.0,0.0,0.0,1598.0
toyota,camry,2012,sedan,hybrid,0.0,3136.0,,,,
chevrolet,orlando,2016,jeep,diesel,0.0,23389.0,,,,
toyota,prius,2013,universal,hybrid,0.0,24462.0,,,,
cadillac,ats,2016,sedan,petrol,0.0,5018.0,,,,
nissan,note,2012,hatchback,petrol,0.0,8154.0,,,,
chevrolet,cruze,2011,sedan,petrol,0.0,6899.0,,,,
kia,optima,2013,sedan,petrol,0.0,470.0,,,,
lexus,gx 470,2015,jeep,petrol,,69935.0,,,,
opel,astra,2000,hatchback,petrol,90.0,7213.0,120.0,0.0,0.0,1199.0
toyota,camry,2012,sedan,petrol,0.0,4077.0,,,,
lexus,hs 250h,2009,sedan,hybrid,0.0,17249.0,,,,
mitsubishi,pajero io,2003,jeep,petrol,0.0,12544.0,,,,
toyota,aqua,2013,hatchback,petrol,0.0,28592.0,,,,
bmw,x5,2012,jeep,petrol,,36065.0,,,,
chevrolet,1500,2012,sedan,petrol,0.0,12544.0,,,,
hyundai,santa fe,2011,jeep,diesel,0.0,24920.0,,,,
chevrolet,cruze,2017,sedan,petrol,0.0,15681.0,,,,
nissan,tiida,2004,hatchback,petrol,0.0,8154.0,,,,
mazda,1000,2015,sedan,petrol,0.0,627.0,,,,
porsche,panamera 4,2014,sedan,petrol,243.0,106627.0,52.0,62.0,236.0,2894.0
porsche,macan,2019,jeep,petrol,180.0,172486.0,234.0,0.0,0.0,1984.0
hyundai,sonata,2016,sedan,lpg,0.0,16308.0,,,,
dodge,challenger,2016,coupe,petrol,0.0,22266.0,,,,
toyota,aqua,2012,hatchback,hybrid,0.0,13642.0,,,,
kia,optima,2014,sedan,petrol,0.0,16621.0,,,,
ford,fusion,2013,sedan,plug-in hybrid,0.0,26030.0,,,,
chevrolet,volt,2012,jeep,hybrid,0.0,627.0,,,,
toyota,prius,2007,hatchback,hybrid,0.0,12858.0,,,,
toyota,prius 1.5i,2009,sedan,hybrid,0.0,12231.0,,,,
ford,fusion,2015,sedan,plug-in hybrid,0.0,20385.0,,,,
mercedes-benz,cls 550,2012,coupe,petrol,,56450.0,,,,
honda,civic,2013,sedan,petrol,0.0,29762.0,,,,
toyota,tacoma,2020,sedan,petrol,0.0,31675.0,,,,
toyota,camry,2013,sedan,petrol,0.0,22580.0,,,,
ssangyong,actyon,2017,jeep,petrol,0.0,35610.0,,,,
toyota,camry,2013,sedan,hybrid,0.0,31988.0,,,,
honda,fit,2014,hatchback,petrol,0.0,17023.0,,,,
hyundai,santa fe,2012,jeep,diesel,0.0,36231.0,,,,
mazda,mpv,2004,minivan,petrol,,1700.0,,,,
ford,fusion,2014,sedan,petrol,0.0,470.0,,,,
toyota,aqua,2014,hatchback,hybrid,0.0,36539.0,,,,
toyota,prius prius,2008,sedan,petrol,0.0,30.0,,,,
ford,fusion,2013,sedan,hybrid,0.0,3763.0,,,,
hyundai,santa fe,2016,jeep,diesel,3.0,40769.0,,,,
chevrolet,trax,2018,jeep,petrol,0.0,15367.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,15681.0,,,,
honda,fit,2015,hatchback,hybrid,0.0,12758.0,,,,
hyundai,santa fe,2010,jeep,diesel,3.0,25512.0,,,,
lexus,gx 460,2013,jeep,petrol,,627.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,15060.0,,,,
toyota,prius,2015,jeep,hybrid,0.0,2038.0,,,,
toyota,tacoma,2019,sedan,petrol,0.0,31047.0,,,,
volkswagen,passat,2012,sedan,petrol,0.0,15053.0,,,,
hyundai,sonata,2011,sedan,lpg,0.0,6743.0,,,,
nissan,pathfinder,2014,jeep,petrol,0.0,2587.0,,,,
lexus,rx 450,2012,jeep,hybrid,0.0,20698.0,,,,
toyota,aqua,2012,hatchback,hybrid,0.0,9408.0,,,,
opel,astra suzuki mr wagon,2005,hatchback,petrol,0.0,4704.0,,,,
hyundai,tucson,2014,jeep,diesel,0.0,42218.0,,,,
toyota,camry,2015,sedan,petrol,0.0,21639.0,,,,
volkswagen,passat,2013,sedan,petrol,0.0,15681.0,,,,
hyundai,santa fe,2018,jeep,diesel,0.0,59837.0,,,,
bmw,x3,2013,jeep,petrol,4.17,23521.0,,,,
bmw,x6,2013,jeep,petrol,6.0,3763.0,,,,
toyota,camry,2019,sedan,hybrid,0.0,3450.0,,,,
hyundai,tucson,2016,jeep,diesel,0.0,35557.0,,,,
hyundai,tucson,2017,jeep,diesel,0.0,38229.0,,,,
chevrolet,volt,2012,sedan,plug-in hybrid,0.0,23521.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,7809.0,,,,
mercedes-benz,e 350,2012,sedan,diesel,220.0,4861.0,196.0,0.0,0.0,1991.0
lexus,nx 200,2015,jeep,petrol,0.0,31.0,,,,
bmw,328,2014,sedan,petrol,0.0,23207.0,,,,
hyundai,sonata,2012,jeep,hybrid,0.0,470.0,,,,
toyota,prius,2007,sedan,petrol,0.0,10500.0,,,,
hyundai,h1,2017,universal,diesel,0.0,41629.0,,,,
bmw,x5,2015,jeep,diesel,0.0,941.0,,,,
toyota,prius,2014,sedan,hybrid,0.0,15681.0,,,,
toyota,corolla,2007,minivan,diesel,2.7724550898203595,14113.0,,,,
mitsubishi,pajero montero,2003,jeep,petrol,0.0,18817.0,,,,
nissan,tiida,2008,hatchback,petrol,0.0,8000.0,,,,
toyota,camry,2013,sedan,hybrid,0.0,31988.0,,,,
toyota,mark x,2004,sedan,petrol,0.0,10663.0,,,,
bmw,x5,2003,jeep,cng,0.0,13485.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,13485.0,140.0,0.0,0.0,1598.0
mercedes-benz,gle 350,2017,jeep,petrol,0.0,4077.0,,,,
toyota,camry,2008,sedan,hybrid,0.0,16308.0,,,,
chevrolet,volt,2014,jeep,hybrid,0.0,862.0,,,,
hyundai,elantra,2012,sedan,petrol,90.0,16778.0,140.0,0.0,0.0,1598.0
toyota,prius,2008,hatchback,hybrid,0.0,12074.0,,,,
toyota,camry se,2016,sedan,petrol,0.0,26657.0,,,,
chevrolet,captiva,2015,jeep,diesel,3.0,25440.0,,,,
mazda,1000,2015,sedan,petrol,0.0,1176.0,,,,
lexus,gx 460,2014,jeep,petrol,,81539.0,,,,
suzuki,sx4,2012,sedan,petrol,0.0,627.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,1098.0,,,,
toyota,voxy,2003,minivan,petrol,0.0,1568.0,,,,
volkswagen,jetta,2012,sedan,diesel,0.0,17562.0,,,,
hyundai,h1,2014,minivan,diesel,0.0,37000.0,,,,
nissan,skyline,2003,sedan,petrol,0.0,5000.0,,,,
lexus,rx 350,2010,jeep,petrol,0.0,6115.0,,,,
toyota,rav 4,2014,jeep,petrol,0.0,21953.0,,,,
bmw,x5,2012,jeep,diesel,0.0,220.0,,,,
toyota,prius c,2014,sedan,hybrid,0.0,18189.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,10036.0,,,,
nissan,tiida,2005,hatchback,petrol,0.0,7840.0,,,,
hyundai,elantra,2017,sedan,petrol,90.0,16621.0,140.0,0.0,0.0,1598.0
toyota,camry,2014,sedan,hybrid,0.0,10349.0,,,,
ford,fusion,2015,sedan,hybrid,0.0,470.0,,,,
daewoo,lacetti,2009,sedan,diesel,0.0,5959.0,,,,
toyota,aqua,2012,hatchback,hybrid,0.0,13172.0,,,,
ford,fusion,2013,sedan,hybrid,0.0,157.0,,,,
lexus,gx 460,2015,jeep,petrol,,314.0,,,,
honda,insight,2010,hatchback,hybrid,0.0,2509.0,,,,
land rover,range rover evoque 2.0,2015,jeep,petrol,,42337.0,,,,
chevrolet,captiva,2007,jeep,diesel,0.0,7213.0,,,,
chevrolet,aveo,2012,hatchback,petrol,0.0,8938.0,,,,
hyundai,sonata,2010,sedan,petrol,0.0,15035.0,,,,
toyota,camry,2013,sedan,hybrid,0.0,3763.0,,,,
lexus,rx 350,2008,jeep,petrol,0.0,15994.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,11604.0,,,,
volkswagen,jetta,2015,sedan,petrol,0.0,18817.0,,,,
hyundai,genesis,2010,coupe,petrol,0.0,19613.0,,,,
toyota,rav 4,2010,jeep,petrol,0.0,22266.0,,,,
bmw,x1,2009,hatchback,diesel,0.0,1111.0,,,,
mercedes-benz,glk 350,2011,jeep,petrol,0.0,22580.0,,,,
hyundai,sonata limited,2014,sedan,hybrid,0.0,16935.0,,,,
mitsubishi,l 200,2006,pickup,diesel,0.0,19444.0,,,,
nissan,note,2013,hatchback,petrol,0.0,10000.0,,,,
toyota,prius,2014,sedan,petrol,0.0,18033.0,,,,
hyundai,sonata,2012,sedan,hybrid,0.0,470.0,,,,
chevrolet,traverse,2014,jeep,petrol,0.0,627.0,,,,
mercedes-benz,amg gt s,2015,coupe,petrol,,297930.0,,,,
ford,mustang,2014,sedan,petrol,330.0,5645.0,268.0,0.0,0.0,5038.0
honda,fit,2010,hatchback,petrol,0.0,11917.0,,,,
honda,fit,2018,universal,hybrid,0.0,31211.0,,,,
toyota,prius,2008,hatchback,hybrid,0.0,9095.0,,,,
hyundai,elantra,2010,sedan,petrol,90.0,11864.0,140.0,0.0,0.0,1598.0
chevrolet,1500,2017,jeep,petrol,0.0,392.0,,,,
ford,f150,2014,sedan,petrol,0.0,2352.0,,,,
ford,tourneo connect,2010,goods wagon,diesel,88.0,15681.0,157.0,0.0,0.0,1499.0
volkswagen,passat,2012,sedan,petrol,0.0,9879.0,,,,
hyundai,accent,2016,sedan,diesel,0.0,15681.0,,,,
toyota,camry,2012,sedan,hybrid,0.0,3607.0,,,,
ford,fiesta,2014,sedan,petrol,92.0,12544.0,120.0,0.0,0.0,999.0
hyundai,sonata,2018,sedan,petrol,0.0,49751.0,,,,
toyota,prius,2007,sedan,hybrid,0.0,13172.0,,,,
hyundai,tucson se,2017,jeep,petrol,0.0,27598.0,,,,
toyota,prius,2018,sedan,hybrid,0.0,9408.0,,,,
ford,transit,2001,microbus,diesel,,8467.0,222.0,0.0,0.0,1995.0
hyundai,genesis,2009,coupe,petrol,0.0,11290.0,,,,
hyundai,sonata,2012,sedan,hybrid,0.0,16308.0,,,,
mercedes-benz,sprinter 313cdi,2011,goods wagon,diesel,,25089.0,,,,
dodge,journey,2016,jeep,petrol,0.0,941.0,,,,
dodge,dart,2013,sedan,petrol,0.0,14740.0,,,,
chevrolet,cruze,2011,sedan,petrol,0.0,9095.0,,,,
toyota,tundra,2015,jeep,petrol,0.0,1568.0,,,,
hyundai,elantra,2014,sedan,petrol,90.0,17249.0,140.0,0.0,0.0,1598.0
toyota,camry xlei,2015,sedan,hybrid,0.0,40769.0,,,,
toyota,camry,2012,sedan,hybrid,0.0,392.0,,,,
kia,soul,2010,sedan,petrol,0.0,10506.0,,,,
toyota,aqua,2015,hatchback,hybrid,0.0,9198.0,,,,
toyota,prius,2010,hatchback,hybrid,0.0,3293.0,,,,
nissan,murano,2005,jeep,cng,0.0,20385.0,,,,
renault,captur qm3 samsung,2015,jeep,diesel,,29552.0,,,,
toyota,rav 4,2013,jeep,petrol,0.0,24148.0,,,,
kia,optima,2016,sedan,petrol,0.0,19287.0,,,,
hyundai,santa fe,2016,jeep,diesel,0.0,41720.0,,,,
fiat,500l,2013,jeep,petrol,0.0,17562.0,,,,
lexus,gx 460,2014,jeep,petrol,,98787.0,,,,
hyundai,tucson,2014,jeep,diesel,0.0,23687.0,,,,
hyundai,elantra,2010,sedan,petrol,90.0,15718.0,140.0,0.0,0.0,1598.0
toyota,corolla,2009,hatchback,petrol,0.0,784.0,,,,
honda,fit,2003,hatchback,petrol,0.0,25.0,,,,
hyundai,sonata,2013,sedan,petrol,0.0,18503.0,,,,
toyota,prius c,2012,hatchback,hybrid,0.0,15367.0,,,,
hyundai,elantra,2014,sedan,petrol,90.0,25889.0,140.0,0.0,0.0,1598.0
hyundai,sonata,2011,sedan,petrol,0.0,16621.0,,,,
hyundai,tucson,2014,jeep,diesel,0.0,34240.0,,,,
volkswagen,caddy,2008,goods wagon,diesel,0.0,13485.0,,,,
audi,q5,2012,jeep,petrol,150.0,470.0,175.0,0.0,0.0,1968.0
buick,century,2019,sedan,petrol,0.0,941.0,,,,
toyota,prius,2013,sedan,hybrid,0.0,20385.0,,,,
hyundai,h1,2017,universal,diesel,0.0,37125.0,,,,
ford,focus,2014,sedan,petrol,110.0,13485.0,124.0,0.0,0.0,999.0
toyota,prius,2011,jeep,hybrid,0.0,392.0,,,,
honda,civic,2014,sedan,petrol,0.0,30966.0,,,,
hyundai,sonata,2016,sedan,petrol,0.0,49751.0,,,,
toyota,aqua,2013,hatchback,hybrid,0.0,13172.0,,,,
opel,astra,2000,hatchback,petrol,90.0,6899.0,120.0,0.0,0.0,1199.0
bmw,x5,2000,jeep,petrol,6.0,15053.0,,,,
hyundai,elantra,2011,jeep,petrol,90.0,627.0,140.0,0.0,0.0,1598.0
mercedes-benz,e 350,2012,sedan,diesel,220.0,627.0,196.0,0.0,0.0,1991.0
opel,corsa,2000,sedan,petrol,57.0,5331.0,0.0,336.0,165.0,0.0
hyundai,genesis,2009,coupe,petrol,0.0,11290.0,,,,
mercedes-benz,ml 350,2011,jeep,diesel,0.0,549.0,,,,
toyota,camry,2012,sedan,hybrid,0.0,20698.0,,,,
toyota,highlander,2005,jeep,petrol,0.0,1254.0,,,,
chevrolet,cruze,2013,sedan,petrol,0.0,12432.0,,,,
nissan,tiida,2009,hatchback,petrol,0.0,10976.0,,,,
hyundai,tucson,2010,jeep,diesel,0.0,25889.0,,,,
toyota,camry,2014,sedan,petrol,0.0,3136.0,,,,
hyundai,h1,2009,minivan,diesel,0.0,10945.0,,,,
lexus,gx 460,2010,jeep,petrol,,51746.0,,,,
volkswagen,tiguan,2012,jeep,petrol,0.0,25089.0,,,,
chevrolet,orlando,2017,jeep,petrol,0.0,14113.0,,,,
chevrolet,captiva,2009,jeep,diesel,0.0,6583.0,,,,
nissan,maxima,2001,sedan,petrol,0.0,392.0,,,,
chrysler,300 limited,2011,sedan,petrol,0.0,22580.0,,,,
mercedes-benz,cls 55 amg,2006,sedan,petrol,0.0,24775.0,,,,
bmw,535 i,2014,sedan,petrol,0.0,51746.0,,,,
toyota,prius,2010,hatchback,hybrid,0.0,392.0,,,,
hyundai,i30,2014,hatchback,diesel,100.0,18211.0,126.0,0.0,0.0,1482.0
dodge,caliber,2009,sedan,petrol,0.0,8311.0,,,,
lexus,gx 470,2013,jeep,petrol,,54568.0,,,,
toyota,camry,2019,jeep,hybrid,0.0,251.0,,,,
toyota,highlander,2012,jeep,hybrid,0.0,29479.0,,,,
toyota,prius,2006,hatchback,hybrid,0.0,10976.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,10663.0,,,,
nissan,juke,2013,jeep,petrol,0.0,3293.0,,,,
volkswagen,jetta,2013,sedan,diesel,0.0,627.0,,,,
hyundai,tucson,2014,jeep,petrol,0.0,26030.0,,,,
chevrolet,cruze,2016,sedan,petrol,0.0,251.0,,,,
volkswagen,passat 2.0 tfsi,2007,sedan,petrol,,14113.0,,,,
mercedes-benz,c 300,2013,sedan,petrol,190.0,627.0,166.0,0.0,0.0,1991.0
hyundai,elantra,2013,sedan,petrol,90.0,15681.0,140.0,0.0,0.0,1598.0
nissan,teana,2005,sedan,petrol,0.0,7840.0,,,,
hyundai,sonata,2013,sedan,lpg,0.0,15681.0,,,,
toyota,vitz,2000,hatchback,petrol,0.0,5488.0,,,,
bmw,x5,2015,jeep,petrol,0.0,59586.0,,,,
toyota,camry,2018,sedan,hybrid,0.0,6586.0,,,,
toyota,prius,2013,sedan,hybrid,0.0,21482.0,,,,
toyota,prius,2010,hatchback,hybrid,0.0,16621.0,,,,
toyota,aqua,2013,hatchback,hybrid,0.0,10349.0,,,,
toyota,land cruiser prado,2015,jeep,diesel,0.0,250.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,14909.0,,,,
toyota,camry,2012,sedan,petrol,0.0,21326.0,,,,
hyundai,elantra,2012,sedan,petrol,90.0,20266.0,140.0,0.0,0.0,1598.0
ssangyong,rexton,2016,jeep,diesel,3.0,57108.0,,,,
toyota,land cruiser,2002,jeep,petrol,0.0,27598.0,,,,
hyundai,sonata,2013,sedan,hybrid,0.0,2744.0,,,,
mitsubishi,montero,2000,jeep,cng,0.0,10036.0,,,,
chevrolet,captiva,2007,jeep,diesel,0.0,5018.0,,,,
chevrolet,spark,2016,sedan,petrol,0.0,11604.0,,,,
mercedes-benz,e 350,2011,sedan,petrol,220.0,78.0,196.0,0.0,0.0,1991.0
audi,rs6,2017,sedan,petrol,0.0,6429.0,,,,
bmw,x5,2014,jeep,diesel,0.0,16621.0,,,,
hyundai,tucson,2010,jeep,diesel,0.0,17634.0,,,,
volkswagen,jetta sport,2015,sedan,petrol,0.0,17562.0,,,,
opel,astra h,2005,hatchback,diesel,0.0,7840.0,,,,
hyundai,accent,2012,hatchback,diesel,0.0,9252.0,,,,
mazda,cx-9,2019,jeep,petrol,0.0,627.0,,,,
renault,megane,2005,goods wagon,petrol,85.0,8467.0,123.0,0.0,0.0,1461.0
audi,a4,2014,sedan,petrol,0.0,706.0,,,,
bmw,528,2011,sedan,petrol,0.0,28225.0,,,,
hyundai,elantra,2009,sedan,petrol,90.0,13771.0,140.0,0.0,0.0,1598.0
lexus,ct 200h,2012,hatchback,hybrid,0.0,1490.0,,,,
mercedes-benz,e 320,2003,sedan,petrol,0.0,120.0,,,,
nissan,tiida,2006,hatchback,petrol,0.0,7213.0,,,,
kia,forte,2012,sedan,petrol,0.0,17876.0,,,,
toyota,fun cargo,2004,universal,petrol,0.0,6899.0,,,,
toyota,camry,2012,sedan,petrol,0.0,20385.0,,,,
lexus,gx 470,2008,jeep,petrol,0.0,282.0,,,,
hyundai,santa fe,2016,jeep,diesel,0.0,38445.0,,,,
mini,countryman,2013,jeep,petrol,0.0,26030.0,,,,
toyota,highlander,2015,jeep,hybrid,0.0,5018.0,,,,
ford,explorer,2013,jeep,petrol,267.0,43360.0,71.0,48.0,220.0,2956.0
mercedes-benz,vito,2014,minivan,diesel,,43278.0,206.0,0.0,0.0,1950.0
toyota,tundra,2013,coupe,petrol,0.0,125.0,,,,
chevrolet,captiva,2016,jeep,diesel,0.0,45044.0,,,,
honda,fit,2017,hatchback,petrol,0.0,24775.0,,,,
hyundai,h1,2018,universal,diesel,0.0,46919.0,,,,
chevrolet,volt,2012,jeep,hybrid,0.0,627.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,19707.0,140.0,0.0,0.0,1598.0
mercedes-benz,gle 350,2016,jeep,petrol,0.0,19130.0,,,,
toyota,camry,2015,sedan,hybrid,0.0,33556.0,,,,
hyundai,elantra,2014,sedan,petrol,90.0,18503.0,140.0,0.0,0.0,1598.0
hyundai,santa fe,2013,jeep,diesel,0.0,42692.0,,,,
honda,civic,2015,coupe,petrol,0.0,44849.0,,,,
toyota,prius,2011,hatchback,hybrid,0.0,50.0,,,,
nissan,quest,2013,minivan,cng,0.0,34497.0,,,,
chevrolet,captiva,2016,jeep,diesel,0.0,41055.0,,,,
toyota,prius,2013,hatchback,hybrid,0.0,1019.0,,,,
nissan,versa,2010,hatchback,petrol,0.0,8154.0,,,,
lexus,rx 450,2010,jeep,hybrid,0.0,220.0,,,,
bmw,335,2012,sedan,petrol,0.0,23521.0,,,,
hyundai,santa fe,2013,jeep,diesel,0.0,25873.0,,,,
toyota,prius,2009,hatchback,hybrid,0.0,17249.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,19416.0,140.0,0.0,0.0,1598.0
chevrolet,malibu,2012,sedan,petrol,0.0,22567.0,,,,
toyota,chr,2018,jeep,petrol,0.0,10349.0,,,,
bmw,x3,2012,jeep,petrol,0.0,22580.0,,,,
ssangyong,korando,2011,jeep,diesel,0.0,15850.0,,,,
lexus,ls 460,2009,sedan,petrol,,31245.0,,,,
hyundai,h1,2011,universal,diesel,0.0,18500.0,,,,
subaru,forester,2006,jeep,petrol,110.0,11604.0,185.0,0.0,0.0,1995.0
subaru,legacy,2004,sedan,petrol,0.0,8467.0,,,,
ford,escape,2011,jeep,hybrid,0.0,314.0,,,,
honda,fit,2003,sedan,petrol,0.0,40.0,,,,
toyota,prius,2012,sedan,hybrid,0.0,20385.0,,,,
toyota,camry,2019,sedan,hybrid,0.0,3450.0,,,,
bmw,x5,2012,jeep,diesel,0.0,392.0,,,,
hyundai,elantra,2017,sedan,petrol,90.0,45204.0,140.0,0.0,0.0,1598.0
hyundai,grandeur,2013,sedan,petrol,0.0,22894.0,,,,
kia,optima,2018,sedan,petrol,0.0,1333.0,,,,
honda,civic,2019,sedan,petrol,0.0,59827.0,,,,
mercedes-benz,e 350,2010,sedan,diesel,220.0,8938.0,196.0,0.0,0.0,1991.0
honda,fit,2004,hatchback,petrol,0.0,7527.0,,,,
bmw,528,2007,sedan,petrol,0.0,18189.0,,,,
hyundai,sonata 2.4l,2017,sedan,petrol,0.0,26657.0,,,,
chevrolet,impala,2016,sedan,petrol,0.0,1333.0,,,,
lexus,ct 200h,2012,hatchback,hybrid,0.0,18826.0,,,,
mitsubishi,outlander sport,2019,jeep,petrol,0.0,31047.0,,,,
mercedes-benz,c 300,2015,sedan,petrol,190.0,18817.0,166.0,0.0,0.0,1991.0
honda,fit,2011,hatchback,petrol,0.0,5802.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,11290.0,,,,
lexus,es 300,2013,sedan,hybrid,0.0,6115.0,,,,
nissan,tiida,2006,hatchback,petrol,0.0,5331.0,,,,
subaru,forester,2008,jeep,petrol,110.0,16308.0,185.0,0.0,0.0,1995.0
toyota,camry,2010,sedan,petrol,0.0,19444.0,,,,
hyundai,sonata,2011,hatchback,petrol,0.0,12544.0,,,,
chevrolet,cruze,2009,sedan,petrol,0.0,12858.0,,,,
mercedes-benz,e 300,2017,sedan,petrol,190.0,314.0,181.0,0.0,0.0,1991.0
chevrolet,aveo,2015,sedan,petrol,0.0,19657.0,,,,
hyundai,elantra,2011,jeep,petrol,90.0,2195.0,140.0,0.0,0.0,1598.0
mercedes-benz,e 350,2016,sedan,diesel,220.0,1568.0,196.0,0.0,0.0,1991.0
toyota,ipsum,2007,minivan,cng,0.0,11917.0,,,,
dodge,ram,2012,sedan,petrol,0.0,7056.0,,,,
land rover,range rover evoque,2012,jeep,petrol,132.0,50178.0,182.5,0.0,0.0,1999.0
lexus,ct 200h,2011,hatchback,hybrid,0.0,706.0,,,,
hyundai,tucson,2011,jeep,diesel,0.0,18481.0,,,,
lexus,nx 300,2015,jeep,hybrid,0.0,25089.0,,,,
mitsubishi,outlander,2013,jeep,petrol,0.0,314.0,,,,
ford,explorer,2016,jeep,petrol,267.0,92070.0,71.0,48.0,220.0,2956.0
hyundai,sonata,2014,sedan,hybrid,0.0,25089.0,,,,
toyota,prius c,2014,hatchback,hybrid,0.0,17249.0,,,,
bmw,x5,2009,jeep,diesel,,39201.0,,,,
toyota,prius,2014,hatchback,hybrid,0.0,18817.0,,,,
chevrolet,captiva,2008,jeep,diesel,0.0,9377.0,,,,
toyota,highlander,2008,sedan,hybrid,0.0,627.0,,,,
lexus,rx 400,2008,jeep,hybrid,0.0,941.0,,,,
renault,laguna,2004,universal,petrol,0.0,7213.0,,,,
hyundai,genesis,2013,coupe,petrol,0.0,41883.0,,,,
toyota,camry,2011,sedan,hybrid,0.0,24462.0,,,,
ford,transit,2004,goods wagon,diesel,,15681.0,222.0,0.0,0.0,1995.0
dodge,caliber,2010,hatchback,petrol,0.0,13485.0,,,,
toyota,prius,2002,sedan,hybrid,0.0,7840.0,,,,
hyundai,elantra,2013,sedan,petrol,90.0,20385.0,140.0,0.0,0.0,1598.0
nissan,juke,2012,jeep,petrol,0.0,19130.0,,,,
toyota,rav 4,2001,jeep,petrol,0.0,10036.0,,,,
fiat,500,2016,sedan,petrol,43.0,314.0,0.0,311.0,143.0,0.0
lexus,ct 200h,2011,hatchback,hybrid,0.0,470.0,,,,
ford,mustang,2015,coupe,petrol,330.0,39201.0,268.0,0.0,0.0,5038.0
hyundai,santa fe,2013,jeep,diesel,3.0,46919.0,,,,
nissan,latio,2006,sedan,petrol,0.0,9095.0,,,,
lexus,ls 460,2010,sedan,hybrid,,58971.0,,,,
bmw,330,2002,cabriolet,petrol,0.0,14113.0,,,,
hyundai,sonata,2011,sedan,lpg,0.0,7683.0,,,,
buick,century,2011,sedan,petrol,0.0,314.0,,,,
mercedes-benz,e 350,2010,sedan,petrol,220.0,470.0,196.0,0.0,0.0,1991.0
ssangyong,rexton,2010,jeep,diesel,0.0,19089.0,,,,
hyundai,tucson,2012,jeep,diesel,0.0,27356.0,,,,
ssangyong,actyon,2016,jeep,diesel,0.0,40362.0,,,,
ford,escape,2012,jeep,hybrid,0.0,784.0,,,,
hyundai,h1,2016,minivan,diesel,0.0,35570.0,,,,
volkswagen,cc,2009,sedan,petrol,0.0,14426.0,,,,
kia,optima,2013,sedan,petrol,0.0,18817.0,,,,
mitsubishi,colt,2005,hatchback,petrol,0.0,5959.0,,,,
kia,optima,2012,sedan,petrol,0.0,13485.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,16308.0,,,,
hyundai,h1,2011,minivan,diesel,0.0,16778.0,,,,
volkswagen,cc sport,2011,sedan,petrol,,19757.0,,,,
audi,q7,2012,jeep,petrol,210.0,251.0,215.0,0.0,0.0,2967.0
lexus,gx 470,2008,jeep,petrol,0.0,862.0,,,,
daewoo,lacetti,2009,sedan,petrol,0.0,8624.0,,,,
toyota,camry,2017,sedan,petrol,0.0,14269.0,,,,
toyota,prius,2008,hatchback,hybrid,0.0,10036.0,,,,
mercedes-benz,e 350,2013,sedan,diesel,220.0,5802.0,196.0,0.0,0.0,1991.0
toyota,vitz,2001,hatchback,petrol,0.0,7527.0,,,,
chevrolet,malibu,2014,sedan,diesel,0.0,22567.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,20005.0,140.0,0.0,0.0,1598.0
nissan,skyline,2003,sedan,petrol,0.0,6617.0,,,,
toyota,prius,2008,hatchback,hybrid,0.0,11604.0,,,,
hyundai,elantra se,2016,sedan,petrol,0.0,17405.0,,,,
bmw,x5,2012,jeep,diesel,0.0,34811.0,,,,
chevrolet,spark,2014,hatchback,lpg,0.0,8963.0,,,,
mercedes-benz,viano,2004,minivan,cng,0.0,11290.0,,,,
nissan,note,2005,hatchback,petrol,0.0,7840.0,,,,
toyota,camry,2013,sedan,hybrid,0.0,392.0,,,,
ford,escape,2009,jeep,hybrid,0.0,15681.0,,,,
gmc,terrain,2019,sedan,petrol,0.0,3450.0,,,,
ford,escape,2008,jeep,hybrid,0.0,282.0,,,,
